id, expression,mouth_width, mouth_height, eyebrow_left, eyebrow_right, eye_left, eye_right, jaw, nostrils, scale
15, 'neutral', 14.307260513305664, 1.746408462524414, 6.908168792724609, 6.927398681640625, 3.654282808303833, 3.7017335891723633, 19.920961380004883, 6.649559497833252, 5.916759014129639
16, 'neutral', 14.354635238647461, 1.7173289060592651, 6.613253116607666, 6.628908634185791, 3.9120969772338867, 3.96429181098938, 19.919658660888672, 6.732916355133057, 5.937168121337891
17, 'neutral', 14.443476676940918, 1.694259762763977, 6.377765655517578, 6.384755611419678, 4.102884292602539, 4.1447625160217285, 19.827978134155273, 6.8191351890563965, 5.942372798919678
18, 'neutral', 14.223614692687988, 1.6587693691253662, 6.646939277648926, 6.664853096008301, 3.8975882530212402, 3.9554383754730225, 19.91449737548828, 6.831272602081299, 5.906960487365723
19, 'neutral', 14.323770523071289, 1.640074372291565, 6.369101524353027, 6.368623733520508, 4.254826068878174, 4.299976348876953, 19.86136245727539, 6.796676158905029, 5.904285430908203
20, 'neutral', 14.325586318969727, 1.65626060962677, 6.694206237792969, 6.7297210693359375, 3.8883979320526123, 3.964777708053589, 19.91653060913086, 6.85636043548584, 5.860177040100098
21, 'neutral', 14.420906066894531, 1.6665269136428833, 6.468101978302002, 6.494093894958496, 3.988933801651001, 4.054774761199951, 19.951005935668945, 6.7920122146606445, 5.858063697814941
22, 'neutral', 14.424149513244629, 1.6432877779006958, 6.8210272789001465, 6.870669841766357, 3.749725341796875, 3.8251867294311523, 20.038330078125, 6.779470443725586, 5.777191162109375
23, 'neutral', 14.22745418548584, 1.6098413467407227, 6.418125152587891, 6.431273937225342, 4.174809455871582, 4.232333660125732, 20.01243019104004, 6.851842880249023, 5.693965911865234
24, 'neutral', 14.363718032836914, 1.5643768310546875, 6.659514904022217, 6.686612129211426, 3.8893778324127197, 3.9409494400024414, 20.10664939880371, 6.923344135284424, 5.5561652183532715
25, 'neutral', 14.517020225524902, 1.6327041387557983, 6.552699089050293, 6.563660621643066, 4.151617527008057, 4.198090553283691, 20.051259994506836, 6.895791053771973, 5.395160675048828
26, 'neutral', 14.167622566223145, 1.6767464876174927, 7.016254425048828, 7.03567361831665, 3.6994850635528564, 3.76351261138916, 20.389127731323242, 6.7866058349609375, 5.175361156463623
27, 'neutral', 14.429669380187988, 1.5242177248001099, 7.047417163848877, 7.075838088989258, 3.7877919673919678, 3.844714641571045, 20.318540573120117, 6.776265621185303, 4.979117393493652
28, 'neutral', 14.548521041870117, 1.5520621538162231, 7.528957843780518, 7.567234516143799, 3.2250986099243164, 3.3081412315368652, 20.4986515045166, 6.676884174346924, 4.736063003540039
29, 'neutral', 14.467608451843262, 1.5942436456680298, 6.870378494262695, 6.8796467781066895, 3.7734873294830322, 3.8414671421051025, 20.43446922302246, 6.838036060333252, 4.606818675994873
30, 'neutral', 14.451753616333008, 1.567976951599121, 7.318429946899414, 7.357656002044678, 3.4053120613098145, 3.496699094772339, 20.615514755249023, 6.658310890197754, 4.4505133628845215
31, 'neutral', 14.58198070526123, 1.665503740310669, 7.052972316741943, 7.064105987548828, 3.7270243167877197, 3.782536745071411, 20.824705123901367, 6.704800605773926, 4.3842878341674805
32, 'neutral', 14.708489418029785, 1.655135989189148, 7.212643146514893, 7.239439964294434, 3.4790380001068115, 3.528071880340576, 20.878786087036133, 6.619572162628174, 4.347968101501465
33, 'neutral', 14.617839813232422, 1.6139978170394897, 6.984554290771484, 6.98034143447876, 3.7832226753234863, 3.8245394229888916, 20.908130645751953, 6.7443156242370605, 4.339249610900879
34, 'neutral', 14.744163513183594, 1.7634143829345703, 7.239959716796875, 7.254986763000488, 3.5443124771118164, 3.581162452697754, 21.011425018310547, 6.622104644775391, 4.3236613273620605
35, 'neutral', 14.76335334777832, 1.7465635538101196, 7.281589031219482, 7.304186820983887, 3.5275003910064697, 3.5703041553497314, 21.05408477783203, 6.6190104484558105, 4.33527946472168
36, 'neutral', 14.770537376403809, 1.7529367208480835, 7.649383544921875, 7.693601608276367, 3.2222044467926025, 3.2933366298675537, 21.039974212646484, 6.61283540725708, 4.3322858810424805
37, 'neutral', 14.63222599029541, 1.6208688020706177, 6.790312767028809, 6.808819770812988, 3.768378496170044, 3.804461717605591, 20.970245361328125, 6.6031174659729, 4.369714736938477
38, 'neutral', 14.385600090026855, 1.7119942903518677, 6.459305763244629, 6.48061466217041, 3.7929866313934326, 3.8246703147888184, 20.91737937927246, 6.7044878005981445, 4.393130302429199
39, 'neutral', 14.486165046691895, 1.6930969953536987, 6.327327251434326, 6.347088813781738, 3.9067211151123047, 3.953848123550415, 20.915056228637695, 6.756824493408203, 4.3943257331848145
40, 'neutral', 14.459185600280762, 1.5730172395706177, 6.33363676071167, 6.359293460845947, 3.8767786026000977, 3.9312937259674072, 20.976224899291992, 6.681835174560547, 4.3934245109558105
41, 'neutral', 14.38095474243164, 1.6621830463409424, 6.283752918243408, 6.300490856170654, 3.952237367630005, 4.00063419342041, 20.89971160888672, 6.745268821716309, 4.389767169952393
42, 'neutral', 14.693794250488281, 1.8014166355133057, 7.865297794342041, 7.898927688598633, 2.954961061477661, 3.0093414783477783, 21.117647171020508, 6.575133800506592, 4.267991542816162
43, 'neutral', 14.920661926269531, 1.7530193328857422, 8.001626014709473, 8.042221069335938, 3.0445921421051025, 3.1028289794921875, 21.200599670410156, 6.559525012969971, 4.233806133270264
44, 'neutral', 14.990741729736328, 1.7701561450958252, 8.162535667419434, 8.192560195922852, 2.8960375785827637, 2.9444971084594727, 21.1527099609375, 6.578339099884033, 4.238147258758545
45, 'neutral', 14.823280334472656, 1.7529182434082031, 8.136466026306152, 8.161128044128418, 2.7966549396514893, 2.83782696723938, 21.16099739074707, 6.573692321777344, 4.239461898803711
46, 'neutral', 14.892680168151855, 1.7102880477905273, 7.82440185546875, 7.841899394989014, 3.036069631576538, 3.0650858879089355, 21.167400360107422, 6.600301742553711, 4.243340492248535
47, 'neutral', 14.658782958984375, 1.6929948329925537, 7.261727809906006, 7.258963584899902, 3.6314055919647217, 3.644279718399048, 21.09832763671875, 6.574473857879639, 4.263881206512451
48, 'neutral', 14.661360740661621, 1.6924561262130737, 7.52062463760376, 7.52731990814209, 3.349132776260376, 3.3687286376953125, 21.159996032714844, 6.5804643630981445, 4.25898551940918
49, 'neutral', 14.578198432922363, 1.5893484354019165, 6.936740398406982, 6.921546459197998, 3.8866348266601562, 3.890695333480835, 21.117450714111328, 6.568688869476318, 4.282966136932373
50, 'neutral', 14.563924789428711, 1.6980634927749634, 7.051463603973389, 7.0354204177856445, 3.7752461433410645, 3.7840757369995117, 21.127845764160156, 6.58268404006958, 4.276424884796143
51, 'neutral', 14.604089736938477, 1.6649448871612549, 7.134678363800049, 7.123493194580078, 3.674445152282715, 3.6814396381378174, 21.206392288208008, 6.628879547119141, 4.269477367401123
52, 'neutral', 14.705881118774414, 1.7795904874801636, 7.155671119689941, 7.149367809295654, 3.6416542530059814, 3.65578293800354, 21.31062889099121, 6.576201915740967, 4.27241849899292
53, 'neutral', 14.721043586730957, 1.6882704496383667, 7.26955509185791, 7.261012077331543, 3.547414779663086, 3.5596017837524414, 21.25729751586914, 6.622579097747803, 4.26448392868042
54, 'neutral', 14.672545433044434, 1.6928870677947998, 7.290874481201172, 7.295312881469727, 3.497725486755371, 3.519237756729126, 21.268604278564453, 6.588630676269531, 4.263184070587158
55, 'neutral', 14.581775665283203, 1.7161575555801392, 7.59252405166626, 7.602980136871338, 3.2173821926116943, 3.239938497543335, 21.323219299316406, 6.615046501159668, 4.250419616699219
56, 'neutral', 14.587137222290039, 1.7050210237503052, 6.954587936401367, 6.945367336273193, 3.8361804485321045, 3.847228527069092, 21.273046493530273, 6.612299919128418, 4.265670299530029
57, 'neutral', 14.55762767791748, 1.7466511726379395, 7.0735673904418945, 7.051590442657471, 3.714200496673584, 3.716151237487793, 21.25250816345215, 6.640033721923828, 4.258981704711914
58, 'neutral', 14.556024551391602, 1.713056206703186, 7.165121078491211, 7.148959636688232, 3.6087632179260254, 3.619933605194092, 21.27187728881836, 6.635092258453369, 4.244410037994385
59, 'neutral', 14.591130256652832, 1.7178713083267212, 7.400906562805176, 7.39445686340332, 3.306091547012329, 3.3297207355499268, 21.303281784057617, 6.62325382232666, 4.241282939910889
60, 'neutral', 14.588915824890137, 1.7315806150436401, 6.89307975769043, 6.876852035522461, 3.747673273086548, 3.7664260864257812, 21.281591415405273, 6.588798999786377, 4.255300045013428
61, 'neutral', 14.582426071166992, 1.692980408668518, 6.985050678253174, 6.9691901206970215, 3.591986894607544, 3.605103015899658, 21.213603973388672, 6.618282794952393, 4.252407550811768
62, 'neutral', 14.585753440856934, 1.7430036067962646, 6.951377868652344, 6.942997932434082, 3.5153281688690186, 3.5391275882720947, 21.26366424560547, 6.617642402648926, 4.252679824829102
63, 'neutral', 14.603365898132324, 1.6917173862457275, 6.9545769691467285, 6.94732141494751, 3.464423656463623, 3.489138603210449, 21.279802322387695, 6.632694244384766, 4.24838924407959
64, 'neutral', 14.589376449584961, 1.709995150566101, 6.83229923248291, 6.821154594421387, 3.567078113555908, 3.586771011352539, 21.22365951538086, 6.662044048309326, 4.258029937744141
65, 'neutral', 14.546932220458984, 1.7203469276428223, 6.711564540863037, 6.697717666625977, 3.7415292263031006, 3.7626686096191406, 21.204294204711914, 6.685983180999756, 4.269155025482178
66, 'neutral', 14.431445121765137, 1.7137877941131592, 6.481692790985107, 6.465764045715332, 3.935927629470825, 3.95406174659729, 21.247682571411133, 6.703017234802246, 4.287703037261963
67, 'neutral', 14.43597412109375, 1.7563457489013672, 6.3086395263671875, 6.297217845916748, 4.04567289352417, 4.067875862121582, 21.199602127075195, 6.695176124572754, 4.303493499755859
68, 'neutral', 14.481184959411621, 1.7186399698257446, 6.349494934082031, 6.34437894821167, 3.973736047744751, 4.0018157958984375, 21.14268684387207, 6.705541133880615, 4.303497314453125
69, 'neutral', 14.446255683898926, 1.7461961507797241, 6.338096618652344, 6.335947513580322, 3.9401285648345947, 3.970402479171753, 21.15596580505371, 6.692408561706543, 4.298214435577393
70, 'neutral', 14.651199340820312, 1.8219435214996338, 7.786439418792725, 7.801151752471924, 2.9787774085998535, 3.023658514022827, 21.309968948364258, 6.5562968254089355, 4.207266807556152
71, 'neutral', 14.685478210449219, 1.6968053579330444, 8.01297664642334, 8.033304214477539, 3.0437393188476562, 3.0790035724639893, 21.404651641845703, 6.480662822723389, 4.184298515319824
72, 'neutral', 14.74732780456543, 1.8402366638183594, 8.156206130981445, 8.175515174865723, 2.9288554191589355, 2.977323293685913, 21.45684242248535, 6.494338512420654, 4.175007343292236
73, 'neutral', 14.736427307128906, 1.739190697669983, 8.1754150390625, 8.193988800048828, 2.8851892948150635, 2.930774450302124, 21.54704475402832, 6.494683265686035, 4.175204277038574
74, 'neutral', 14.706768989562988, 1.891359567642212, 8.140056610107422, 8.158960342407227, 2.938477039337158, 2.985691547393799, 21.513347625732422, 6.53093147277832, 4.174711227416992
75, 'neutral', 14.712634086608887, 1.7081934213638306, 8.006441116333008, 8.01694107055664, 3.042299509048462, 3.079890251159668, 21.507009506225586, 6.564344882965088, 4.173899173736572
76, 'neutral', 14.650542259216309, 1.8054407835006714, 7.975195407867432, 7.9828362464904785, 3.0691025257110596, 3.1042234897613525, 21.52466583251953, 6.5006489753723145, 4.173660755157471
77, 'neutral', 14.665708541870117, 1.6887664794921875, 7.990903377532959, 7.9965033531188965, 3.0364561080932617, 3.069943428039551, 21.491901397705078, 6.47839879989624, 4.178381443023682
78, 'neutral', 14.58710765838623, 1.7232004404067993, 7.805197715759277, 7.805863380432129, 3.249335765838623, 3.2857539653778076, 21.434783935546875, 6.510245323181152, 4.173756122589111
79, 'neutral', 14.643381118774414, 1.7504721879959106, 8.135470390319824, 8.152410507202148, 2.9085750579833984, 2.9524261951446533, 21.52141761779785, 6.530005931854248, 4.170522212982178
80, 'neutral', 14.627599716186523, 1.696946144104004, 7.988227844238281, 7.988873481750488, 3.0768017768859863, 3.11508846282959, 21.5466251373291, 6.4916534423828125, 4.162866592407227
81, 'neutral', 14.59419059753418, 1.7367814779281616, 7.8338141441345215, 7.8317155838012695, 3.2130680084228516, 3.2455525398254395, 21.49285125732422, 6.509664058685303, 4.165717601776123
82, 'neutral', 14.57889461517334, 1.7074878215789795, 7.954926490783691, 7.9581122398376465, 3.0700104236602783, 3.1101558208465576, 21.52257537841797, 6.495599746704102, 4.159950256347656
83, 'neutral', 14.552557945251465, 1.7160307168960571, 7.998971462249756, 7.998465061187744, 3.031520128250122, 3.066256046295166, 21.458396911621094, 6.508802890777588, 4.156447410583496
84, 'neutral', 14.620561599731445, 1.7200549840927124, 8.155735969543457, 8.159756660461426, 2.8910112380981445, 2.927255630493164, 21.428701400756836, 6.504906177520752, 4.150505542755127
85, 'neutral', 14.577153205871582, 1.7332525253295898, 8.212032318115234, 8.217416763305664, 2.869501829147339, 2.9108593463897705, 21.466201782226562, 6.481096267700195, 4.139510154724121
86, 'neutral', 14.518940925598145, 1.7418769598007202, 8.177408218383789, 8.181260108947754, 2.8985862731933594, 2.9398488998413086, 21.470340728759766, 6.503439426422119, 4.131161689758301
87, 'neutral', 14.48694896697998, 1.7564313411712646, 8.132375717163086, 8.129920959472656, 2.933687210083008, 2.9744458198547363, 21.54627227783203, 6.523780822753906, 4.118438243865967
88, 'neutral', 14.546295166015625, 1.7563660144805908, 7.911637306213379, 7.907438278198242, 3.1025593280792236, 3.138317584991455, 21.598031997680664, 6.567957878112793, 4.120650291442871
89, 'neutral', 14.515633583068848, 1.7615187168121338, 7.948141098022461, 7.953303337097168, 3.0528039932250977, 3.09442400932312, 21.709186553955078, 6.553062915802002, 4.110651016235352
90, 'neutral', 14.546594619750977, 1.7436987161636353, 7.848486423492432, 7.847687721252441, 3.1278185844421387, 3.170598030090332, 21.65933609008789, 6.532453536987305, 4.108534812927246
91, 'neutral', 14.46654224395752, 1.733948826789856, 7.789982318878174, 7.782163619995117, 3.1162607669830322, 3.1631646156311035, 21.657175064086914, 6.550313949584961, 4.1089606285095215
92, 'neutral', 14.428997993469238, 1.7557055950164795, 7.425690650939941, 7.406135559082031, 3.3819096088409424, 3.417901039123535, 21.644350051879883, 6.550824165344238, 4.124224662780762
93, 'neutral', 14.465935707092285, 1.7860984802246094, 7.815840721130371, 7.8104143142700195, 2.932842493057251, 2.9805386066436768, 21.682958602905273, 6.540134429931641, 4.119645595550537
94, 'neutral', 14.486759185791016, 1.6867479085922241, 7.219024658203125, 7.193382263183594, 3.491694211959839, 3.523813247680664, 21.648897171020508, 6.549777030944824, 4.137619972229004
95, 'neutral', 14.436319351196289, 1.8176771402359009, 7.668821334838867, 7.659210681915283, 3.088181972503662, 3.127213478088379, 21.64454460144043, 6.547735691070557, 4.126404285430908
96, 'neutral', 14.470423698425293, 1.6412535905838013, 7.190676212310791, 7.165261268615723, 3.5508975982666016, 3.5829966068267822, 21.620634078979492, 6.533143043518066, 4.144698143005371
97, 'neutral', 14.457221031188965, 1.8583275079727173, 7.440006732940674, 7.429615497589111, 3.206386089324951, 3.2479405403137207, 21.62467384338379, 6.544394016265869, 4.131009101867676
98, 'neutral', 14.470763206481934, 1.6995937824249268, 7.506227016448975, 7.497273921966553, 3.1103148460388184, 3.154663562774658, 21.60748863220215, 6.537578582763672, 4.127027988433838
99, 'neutral', 14.451617240905762, 1.7555804252624512, 7.401214599609375, 7.391805648803711, 3.2051680088043213, 3.2474279403686523, 21.64470863342285, 6.48691463470459, 4.134652614593506
100, 'neutral', 14.531229972839355, 1.706315279006958, 7.616269588470459, 7.6121063232421875, 3.035217761993408, 3.0872888565063477, 21.6152286529541, 6.5108418464660645, 4.133107662200928
101, 'neutral', 14.511017799377441, 1.785757064819336, 7.482468128204346, 7.46895170211792, 3.186978340148926, 3.2434771060943604, 21.479183197021484, 6.513459205627441, 4.139529228210449
102, 'neutral', 14.609058380126953, 1.7685855627059937, 7.653067111968994, 7.628655433654785, 3.080766439437866, 3.141841173171997, 21.309629440307617, 6.526674747467041, 4.139092445373535
103, 'neutral', 14.557944297790527, 1.8451274633407593, 7.562339782714844, 7.524323463439941, 3.100100040435791, 3.1613993644714355, 21.167734146118164, 6.555751800537109, 4.154140472412109
104, 'neutral', 14.632559776306152, 1.8031646013259888, 7.565267562866211, 7.5176191329956055, 3.1574766635894775, 3.2154693603515625, 21.091205596923828, 6.566658020019531, 4.1750688552856445
105, 'neutral', 14.609061241149902, 1.7517707347869873, 7.718815803527832, 7.667832374572754, 3.0354270935058594, 3.0793187618255615, 21.106136322021484, 6.552670955657959, 4.185466766357422
106, 'neutral', 14.621405601501465, 1.591540813446045, 7.1849260330200195, 7.121005535125732, 3.544296979904175, 3.5646748542785645, 21.063045501708984, 6.548304080963135, 4.215292453765869
107, 'neutral', 14.51611042022705, 1.659764289855957, 7.364226818084717, 7.312191009521484, 3.3874471187591553, 3.4213552474975586, 21.067739486694336, 6.55511474609375, 4.209749221801758
108, 'neutral', 14.523326873779297, 1.6136537790298462, 7.223935127258301, 7.178621768951416, 3.4287679195404053, 3.4666526317596436, 21.050867080688477, 6.5670166015625, 4.237911701202393
109, 'neutral', 14.417859077453613, 1.605034589767456, 6.963883876800537, 6.895536422729492, 3.632725954055786, 3.658358335494995, 21.096832275390625, 6.579987525939941, 4.248803615570068
110, 'neutral', 14.438261985778809, 1.5802282094955444, 6.824041366577148, 6.72737979888916, 3.7687315940856934, 3.792001247406006, 20.969879150390625, 6.608044147491455, 4.2478251457214355
111, 'neutral', 14.51794719696045, 1.6007816791534424, 6.819021701812744, 6.736150741577148, 3.726708173751831, 3.7602572441101074, 20.8690242767334, 6.6645402908325195, 4.246826171875
112, 'neutral', 14.528225898742676, 1.6023898124694824, 6.7371745109558105, 6.6553239822387695, 3.72281813621521, 3.7548887729644775, 20.83388900756836, 6.652327060699463, 4.253842353820801
113, 'neutral', 14.529547691345215, 1.6033999919891357, 6.757907390594482, 6.6858367919921875, 3.6537246704101562, 3.6874825954437256, 20.85417938232422, 6.639801025390625, 4.253532409667969
114, 'neutral', 14.5329008102417, 1.5907176733016968, 6.6369147300720215, 6.558903217315674, 3.7324283123016357, 3.759819746017456, 20.79538345336914, 6.66763162612915, 4.264427661895752
115, 'neutral', 14.526992797851562, 1.5689083337783813, 6.726114749908447, 6.645112991333008, 3.644993782043457, 3.6647655963897705, 20.758180618286133, 6.716790676116943, 4.267637729644775
116, 'neutral', 14.651154518127441, 1.5711908340454102, 6.7041707038879395, 6.631369113922119, 3.6714422702789307, 3.691189765930176, 20.71906280517578, 6.713065147399902, 4.276126861572266
117, 'neutral', 14.527321815490723, 1.5340492725372314, 6.765098571777344, 6.688895225524902, 3.5908830165863037, 3.610077381134033, 20.637672424316406, 6.708898544311523, 4.279151916503906
118, 'neutral', 14.522451400756836, 1.5252972841262817, 6.636504173278809, 6.553430080413818, 3.6452596187591553, 3.6592257022857666, 20.612762451171875, 6.680140018463135, 4.295092582702637
119, 'neutral', 14.469489097595215, 1.531069040298462, 6.64701509475708, 6.563088417053223, 3.645317554473877, 3.656667947769165, 20.636234283447266, 6.671018600463867, 4.292648792266846
120, 'neutral', 14.396476745605469, 1.5518851280212402, 6.612063407897949, 6.522244453430176, 3.6313986778259277, 3.63725209236145, 20.690616607666016, 6.663151264190674, 4.2883148193359375
121, 'neutral', 14.439675331115723, 1.5230828523635864, 6.680872440338135, 6.594637393951416, 3.646564483642578, 3.651240348815918, 20.69834327697754, 6.667236328125, 4.274407863616943
122, 'neutral', 14.493736267089844, 1.4934651851654053, 6.800995826721191, 6.7212347984313965, 3.6654956340789795, 3.6765758991241455, 20.67502212524414, 6.690762996673584, 4.256951332092285
123, 'neutral', 14.694978713989258, 1.471328854560852, 7.001368999481201, 6.929925918579102, 3.6024858951568604, 3.6174049377441406, 20.681318283081055, 6.704257488250732, 4.230351448059082
124, 'neutral', 14.730146408081055, 1.5386265516281128, 7.110684871673584, 7.07218074798584, 3.4386632442474365, 3.4681742191314697, 20.696935653686523, 6.719698429107666, 4.216458797454834
125, 'neutral', 14.659980773925781, 1.527443289756775, 7.085911750793457, 7.058544635772705, 3.4022939205169678, 3.4344241619110107, 20.71704864501953, 6.741827011108398, 4.2047505378723145
126, 'neutral', 14.655860900878906, 1.5774091482162476, 7.139611721038818, 7.114657878875732, 3.3193976879119873, 3.348170518875122, 20.844669342041016, 6.721627235412598, 4.19681978225708
127, 'neutral', 14.543600082397461, 1.605358600616455, 6.846227169036865, 6.815282344818115, 3.6094400882720947, 3.63653302192688, 20.78774642944336, 6.659663200378418, 4.198532581329346
128, 'neutral', 14.507631301879883, 1.6705864667892456, 6.864035606384277, 6.829359531402588, 3.5885932445526123, 3.6085805892944336, 20.846424102783203, 6.663968563079834, 4.192996501922607
129, 'neutral', 14.416627883911133, 1.6207464933395386, 6.730105400085449, 6.700117588043213, 3.7376341819763184, 3.759563446044922, 20.808422088623047, 6.661293029785156, 4.197848796844482
130, 'neutral', 14.395964622497559, 1.6594188213348389, 6.648097038269043, 6.612648963928223, 3.828195333480835, 3.839639186859131, 20.825511932373047, 6.6993584632873535, 4.192424297332764
131, 'neutral', 14.492030143737793, 1.6987210512161255, 7.8737382888793945, 7.854624271392822, 2.996654987335205, 3.018367052078247, 21.03934669494629, 6.545158386230469, 4.119289875030518
132, 'neutral', 14.499871253967285, 1.6014807224273682, 7.9710693359375, 7.972428798675537, 3.020348310470581, 3.0519816875457764, 21.043846130371094, 6.472104072570801, 4.1127753257751465
133, 'neutral', 14.500825881958008, 1.7102489471435547, 7.9749755859375, 7.975576877593994, 2.931365489959717, 2.955512523651123, 21.041242599487305, 6.503855228424072, 4.1193766593933105
134, 'neutral', 14.532025337219238, 1.6947176456451416, 7.76439094543457, 7.777245044708252, 2.902379274368286, 2.933852195739746, 21.012165069580078, 6.590514183044434, 4.135314464569092
135, 'neutral', 14.398279190063477, 1.7079863548278809, 7.41140604019165, 7.4001030921936035, 3.1447668075561523, 3.1629958152770996, 21.008426666259766, 6.571066379547119, 4.131345272064209
136, 'neutral', 14.32818603515625, 1.6371405124664307, 6.74268913269043, 6.721447944641113, 3.7447454929351807, 3.753319501876831, 20.88539695739746, 6.586666584014893, 4.1576080322265625
137, 'neutral', 14.304534912109375, 1.7029069662094116, 6.5965895652771, 6.556892395019531, 3.772594690322876, 3.769994020462036, 20.770219802856445, 6.671459674835205, 4.167154788970947
138, 'neutral', 14.241729736328125, 1.679245948791504, 6.683492183685303, 6.646277904510498, 3.665381669998169, 3.671503782272339, 20.81614875793457, 6.644844055175781, 4.162044048309326
139, 'neutral', 14.269783973693848, 1.6799379587173462, 6.579219818115234, 6.531899929046631, 3.7781834602355957, 3.7767438888549805, 20.720975875854492, 6.671252727508545, 4.161131858825684
140, 'neutral', 14.26441764831543, 1.6721569299697876, 6.554954528808594, 6.511347770690918, 3.806095838546753, 3.80239200592041, 20.76577377319336, 6.671523571014404, 4.1695685386657715
141, 'neutral', 14.28569507598877, 1.672640085220337, 6.591071605682373, 6.54271936416626, 3.756234884262085, 3.7571263313293457, 20.79414939880371, 6.621059417724609, 4.167914867401123
142, 'neutral', 14.29955005645752, 1.6542410850524902, 6.563977241516113, 6.516265869140625, 3.788764476776123, 3.7935261726379395, 20.801673889160156, 6.656759738922119, 4.168608665466309
143, 'neutral', 14.294685363769531, 1.663633108139038, 6.5702223777771, 6.526910781860352, 3.753399610519409, 3.7601990699768066, 20.81134033203125, 6.65632963180542, 4.1674113273620605
144, 'neutral', 14.293137550354004, 1.6918073892593384, 6.483683109283447, 6.437837600708008, 3.8405444622039795, 3.8455705642700195, 20.82843780517578, 6.655625820159912, 4.172422885894775
145, 'neutral', 14.30222225189209, 1.6869490146636963, 6.6483588218688965, 6.607758522033691, 3.6887593269348145, 3.697195053100586, 20.905302047729492, 6.6517181396484375, 4.161083698272705
146, 'neutral', 14.284832954406738, 1.6704578399658203, 6.569634437561035, 6.524772644042969, 3.7890634536743164, 3.795414447784424, 20.871252059936523, 6.654496669769287, 4.165991306304932
147, 'neutral', 14.268303871154785, 1.6919856071472168, 6.608376979827881, 6.564212799072266, 3.7214531898498535, 3.7277307510375977, 20.87751007080078, 6.638052463531494, 4.161692142486572
148, 'neutral', 14.254196166992188, 1.6776471138000488, 6.606404781341553, 6.561490058898926, 3.7471673488616943, 3.7505006790161133, 20.889122009277344, 6.590014934539795, 4.159758567810059
149, 'neutral', 14.286236763000488, 1.722294807434082, 6.644869804382324, 6.604235649108887, 3.720062494277954, 3.7245101928710938, 20.89156150817871, 6.598374366760254, 4.157522201538086
150, 'neutral', 14.302124977111816, 1.6661114692687988, 6.65440559387207, 6.613231658935547, 3.7065258026123047, 3.708794593811035, 20.93719482421875, 6.621671199798584, 4.154543876647949
151, 'neutral', 14.316069602966309, 1.7040867805480957, 6.587608337402344, 6.545705318450928, 3.786898136138916, 3.790431261062622, 20.915712356567383, 6.618231296539307, 4.157426834106445
